order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit
2812,CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175,FUR-FU-10001185,185.58,6,0,76.0878
2813,CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175,FUR-TA-10001520,214.11,3,0,36.3987
2814,CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175,TEC-AC-10004145,999.96,4,0,229.9908
2815,CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175,FUR-TA-10000688,653.55,3,0,111.1035
2816,CA-2015-104626,9/1/2015,9/8/2015,Standard Class,DR-12940,OFF-BI-10001510,114.6,5,0,51.57
2817,CA-2015-104626,9/1/2015,9/8/2015,Standard Class,DR-12940,FUR-CH-10003817,60.74,1,0,15.185
2818,CA-2015-104626,9/1/2015,9/8/2015,Standard Class,DR-12940,FUR-FU-10000308,124.36,2,0,27.3592
2819,CA-2015-104626,9/1/2015,9/8/2015,Standard Class,DR-12940,OFF-ST-10003208,1088.76,6,0,315.7404
2825,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,OFF-PA-10003270,33.792,8,0.2,10.56
2826,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,FUR-BO-10003272,300.5328,2,0.32,-97.2312
2827,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,OFF-BI-10002982,2.724,2,0.8,-4.3584
2828,US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070,OFF-EN-10001509,3.264,2,0.2,1.1016
2832,CA-2014-148915,11/1/2014,11/5/2014,Standard Class,ND-18370,OFF-ST-10001128,443.92,5,0.2,-94.333
2833,CA-2014-148915,11/1/2014,11/5/2014,Standard Class,ND-18370,TEC-PH-10000673,155.976,3,0.2,54.5916
2840,US-2015-104185,9/3/2015,9/8/2015,Second Class,JB-15400,OFF-ST-10001526,120.33,1,0,31.2858
2841,US-2014-125521,3/14/2014,3/19/2014,Standard Class,CK-12325,FUR-CH-10003379,1139.92,4,0,284.98
2871,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,OFF-PA-10002581,74.352,3,0.2,23.235
2872,CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275,FUR-CH-10001482,314.352,3,0.2,-35.3646
2883,CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010,OFF-BI-10004094,8.85,5,0.8,-13.7175
2891,CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,FUR-CH-10002304,51.96,2,0,12.99
2892,CA-2014-142727,4/29/2014,5/1/2014,Second Class,HG-14845,OFF-BI-10000136,17.94,3,0,8.6112
2897,CA-2014-169033,3/30/2014,4/3/2014,Standard Class,KM-16720,OFF-AR-10001915,49.65,5,0,20.853
2899,US-2015-114839,4/26/2015,4/30/2015,Standard Class,PW-19240,FUR-CH-10004086,408.422,2,0.3,-5.8346
2900,CA-2015-166464,9/12/2015,9/17/2015,Standard Class,PG-18895,TEC-CO-10000971,479.984,2,0.2,59.998
2901,CA-2015-166464,9/12/2015,9/17/2015,Standard Class,PG-18895,OFF-LA-10001317,12.6,4,0,6.048
2906,CA-2014-127586,9/26/2014,9/30/2014,Standard Class,CS-12400,OFF-ST-10002615,310.12,2,0,80.6312
2911,CA-2015-118444,11/5/2015,11/9/2015,Standard Class,VD-21670,OFF-AP-10000576,387.136,4,0.2,24.196
2912,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-EN-10003286,41.4,5,0,19.458
2913,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-AR-10003772,35,4,0,10.5
2914,CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205,OFF-BI-10002852,39.552,3,0.2,14.3376
2915,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,TEC-PH-10002890,135.72,3,0,35.2872
2916,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,OFF-BI-10001308,12.56,2,0,5.652
2917,CA-2015-134747,10/12/2015,10/17/2015,Second Class,DL-12925,TEC-PH-10001750,263.96,4,0,71.2692
2923,US-2015-141453,11/30/2015,12/3/2015,Second Class,DB-13270,OFF-BI-10000301,3.882,3,0.8,-5.823
2924,CA-2014-156993,6/28/2014,7/4/2014,Standard Class,RW-19630,OFF-FA-10003495,6.08,1,0,3.04
2925,CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,OFF-AP-10001303,19.9,1,0,8.955
2926,CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,FUR-FU-10002116,70.71,1,0,4.9497
2931,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,OFF-BI-10004970,6.608,2,0.2,2.2302
2932,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,OFF-BI-10002557,7.28,2,0.2,2.73
2933,CA-2015-168564,8/8/2015,8/8/2015,Same Day,TT-21220,FUR-CH-10000785,144.784,1,0.2,10.8588
2959,CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465,OFF-BI-10001097,19.936,4,0.2,7.2268
2960,CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465,OFF-FA-10004854,45.92,4,0,21.5824
2967,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,FUR-FU-10001473,32.952,6,0.6,-19.7712
2968,CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640,OFF-ST-10002562,30.016,4,0.2,3.0016
2975,CA-2015-137512,5/7/2015,5/12/2015,Standard Class,AG-10675,FUR-TA-10001095,244.006,2,0.3,-31.3722
2976,CA-2015-137512,5/7/2015,5/12/2015,Standard Class,AG-10675,OFF-PA-10000213,15.936,4,0.2,5.3784
2979,CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370,FUR-CH-10000422,545.94,6,0,87.3504
2980,CA-2015-139850,6/12/2015,6/17/2015,Standard Class,GB-14575,OFF-PA-10003848,20.736,4,0.2,7.2576
2981,CA-2015-139850,6/12/2015,6/17/2015,Standard Class,GB-14575,FUR-FU-10003623,43.296,2,0.2,4.3296
2982,CA-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565,FUR-CH-10001797,123.136,4,0.2,13.8528
2983,CA-2014-131310,7/12/2014,7/18/2014,Standard Class,CL-12565,OFF-BI-10003094,11.264,4,0.2,3.8016
2984,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,OFF-ST-10002205,53.424,3,0.2,4.6746
2985,US-2014-112872,12/6/2014,12/11/2014,Second Class,RC-19960,FUR-TA-10003238,275.49,1,0.5,-170.8038
2996,US-2014-150532,7/14/2014,7/21/2014,Standard Class,PB-19150,OFF-ST-10000760,55.92,5,0.2,6.291
2997,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-EN-10001539,24.896,4,0.2,8.4024
2998,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,FUR-FU-10000550,3.984,1,0.2,0.6474
2999,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,TEC-AC-10003628,95.968,4,0.2,28.7904
3000,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,TEC-MA-10004521,206.991,3,0.7,-172.4925
3001,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-AP-10003860,44.416,2,0.2,3.8864
3002,CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400,OFF-BI-10000069,9.006,2,0.7,-7.2048
3003,CA-2015-130610,7/5/2015,7/10/2015,Standard Class,VP-21730,OFF-BI-10003655,19,5,0,8.93
3006,CA-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060,OFF-BI-10000666,91.68,3,0,45.84
3008,CA-2014-130729,10/24/2014,10/29/2014,Standard Class,AA-10375,OFF-BI-10002706,34.272,3,0.2,11.1384
3016,US-2015-138919,9/17/2015,9/21/2015,Standard Class,LS-16975,FUR-TA-10004154,344.22,2,0.4,-103.266
3020,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,OFF-FA-10002701,5.04,3,0,0.2016
3021,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,OFF-PA-10001125,92.94,3,0,41.823
3022,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,FUR-FU-10004090,66.69,3,0,22.0077
3023,CA-2015-123568,11/8/2015,11/14/2015,Standard Class,SC-20095,OFF-BI-10001510,91.68,5,0.2,28.65
3025,CA-2015-164441,11/8/2015,11/13/2015,Standard Class,AC-10450,OFF-BI-10001922,52.272,11,0.2,17.6418
3026,CA-2015-164441,11/8/2015,11/13/2015,Standard Class,AC-10450,OFF-PA-10001667,17.94,3,0,8.073
3028,CA-2014-106719,8/24/2014,8/24/2014,Same Day,RB-19645,OFF-BI-10002799,8.288,2,0.2,2.6936
3031,CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955,FUR-BO-10000468,194.32,4,0,31.0912
3032,CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955,OFF-AR-10001044,25.99,1,0,7.5371
3035,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,TEC-AC-10003038,53.7,6,0,10.203
3036,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,OFF-BI-10002799,36.26,7,0,16.6796
3037,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,OFF-AR-10003582,56.3,2,0,15.764
3038,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,OFF-PA-10004451,32.4,5,0,15.552
3039,US-2015-123960,6/11/2015,6/16/2015,Standard Class,BD-11605,FUR-FU-10004666,29.16,2,0,10.7892
3045,CA-2015-135174,4/30/2015,5/2/2015,Second Class,BP-11230,TEC-PH-10001530,1022.97,5,0.4,-255.7425
3048,CA-2014-137351,9/30/2014,10/4/2014,Standard Class,DB-13615,OFF-BI-10003910,43.176,7,0.2,13.4925
3056,US-2015-100377,8/28/2015,9/1/2015,Standard Class,TS-21370,TEC-CO-10001046,2799.96,5,0.2,874.9875
3063,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,TEC-PH-10002350,83.97,3,0,23.5116
3064,CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150,TEC-AC-10000397,104.97,3,0,7.3479
3071,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,OFF-ST-10002011,2934.33,7,0,792.2691
3072,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,FUR-FU-10002379,124.41,3,0,14.9292
3073,CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895,OFF-AR-10003752,57.75,5,0,26.565
3075,CA-2015-126137,10/3/2015,10/8/2015,Standard Class,BS-11755,FUR-BO-10004409,120.666,2,0.15,18.4548
3076,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,OFF-ST-10003306,342.864,3,0.2,38.5722
3077,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,FUR-FU-10003724,16.74,5,0.6,-14.229
3078,CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375,FUR-CH-10002024,981.372,2,0.3,-140.196
3079,CA-2014-104780,5/21/2014,5/25/2014,Standard Class,BT-11530,OFF-AR-10003514,31.84,8,0,10.5072
3084,CA-2014-100328,1/28/2014,2/3/2014,Standard Class,JC-15340,OFF-BI-10000343,3.928,1,0.2,1.3257
3094,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,OFF-SU-10004231,31.68,4,0.2,2.772
3095,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,OFF-PA-10000809,10.368,2,0.2,3.6288
3096,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,OFF-FA-10003021,12.032,8,0.2,2.256
3097,CA-2015-114468,8/23/2015,8/23/2015,Same Day,TD-20995,OFF-AP-10000696,5.768,2,0.8,-13.5548
3119,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,FUR-CH-10003312,1123.92,5,0.2,-182.637
3120,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,TEC-PH-10002496,249.584,2,0.2,31.198
3121,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,FUR-FU-10003464,48.672,3,0.2,7.3008
3122,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,OFF-AR-10000380,60.768,2,0.2,7.596
3123,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,OFF-BI-10004593,78.6,5,0.7,-62.88
3124,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,OFF-BI-10001308,3.768,2,0.7,-3.14
3125,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,OFF-ST-10001780,1036.624,2,0.2,51.8312
3126,CA-2015-121720,6/11/2015,6/12/2015,First Class,JE-15610,OFF-ST-10003816,563.808,4,0.2,21.1428
3129,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,FUR-FU-10004090,44.46,2,0,14.6718
3130,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,FUR-CH-10002602,241.568,2,0.2,18.1176
3131,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,TEC-AC-10001142,395,5,0,39.5
3132,CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,TEC-PH-10004977,627.168,4,0.2,70.5564
3133,CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,FUR-FU-10004586,13.28,2,0,6.3744
3134,CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,OFF-BI-10001116,12.672,3,0.2,4.4352
3141,CA-2015-112557,4/25/2015,4/28/2015,First Class,JL-15850,OFF-AP-10002311,206.43,3,0,90.8292
3142,US-2014-122959,12/12/2014,12/12/2014,Same Day,CY-12745,OFF-BI-10003650,210.392,2,0.8,-336.6272
3148,CA-2014-109218,6/30/2014,7/3/2014,Second Class,AR-10825,OFF-AR-10001374,32.4,5,0,10.368
3150,US-2014-109036,12/20/2014,12/25/2014,Standard Class,KH-16510,OFF-LA-10002043,31.05,3,0,14.904
3151,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,TEC-AC-10002049,2025.36,6,0.2,607.608
3152,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,TEC-MA-10000418,1799.994,2,0.7,-2639.9912
3153,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,TEC-PH-10004908,101.988,2,0.4,-16.998
3154,CA-2015-147830,12/15/2015,12/18/2015,First Class,NF-18385,FUR-FU-10004091,262.864,7,0.2,69.0018
3156,CA-2014-128986,8/3/2014,8/5/2014,Second Class,GH-14410,OFF-PA-10001289,93.024,3,0.2,33.7212
3157,CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,FUR-TA-10001539,284.364,2,0.4,-75.8304
3158,CA-2015-139584,8/24/2015,8/28/2015,Standard Class,EM-13810,TEC-AC-10001266,26,2,0,11.7
3161,US-2014-150924,9/12/2014,9/16/2014,Second Class,PT-19090,OFF-BI-10004040,5.18,5,0.8,-8.029
3162,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-EN-10001539,15.56,2,0,7.3132
3163,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-EN-10004483,78.35,5,0,36.8245
3164,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-AR-10001615,59.52,3,0,15.4752
3165,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-PA-10000327,38.52,9,0,17.334
3166,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,TEC-PH-10001299,239.984,2,0.2,23.9984
3167,CA-2014-153969,9/21/2014,9/25/2014,Standard Class,HF-14995,OFF-PA-10002246,19.35,3,0,9.4815
3186,CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,OFF-BI-10000632,26.046,3,0.8,-44.2782
3187,CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,OFF-EN-10004773,74.352,3,0.2,26.9526
3191,US-2015-163783,12/27/2015,1/1/2016,Standard Class,DR-12940,OFF-ST-10002957,12.672,3,0.2,-3.168
3194,CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,OFF-BI-10002949,3.648,3,0.8,-6.0192
3195,CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,OFF-PA-10004100,31.104,6,0.2,10.8864
3198,CA-2015-149384,7/10/2015,7/10/2015,Same Day,EH-13945,OFF-BI-10003196,3.366,3,0.7,-2.244
3199,CA-2014-131527,12/1/2014,12/7/2014,Standard Class,TB-21280,TEC-PH-10001644,95.968,4,0.2,9.5968
3201,CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,FUR-FU-10000308,149.232,3,0.2,3.7308
3202,CA-2014-164224,5/18/2014,5/20/2014,Second Class,TT-21070,OFF-PA-10001526,15.936,4,0.2,5.7768
3203,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,TEC-PH-10002103,601.536,8,0.2,60.1536
3204,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,TEC-AC-10004209,10.99,1,0,4.2861
3205,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,FUR-FU-10000397,39.88,2,0,11.1664
3206,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,OFF-PA-10002137,62.24,8,0,28.008
3207,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,FUR-FU-10001867,53.2,5,0,14.896
3208,CA-2014-158372,11/10/2014,11/16/2014,Standard Class,RD-19900,OFF-LA-10000407,39.84,8,0,18.3264
3213,CA-2014-142314,12/23/2014,12/28/2014,Standard Class,SF-20200,OFF-AP-10002350,207.24,11,0,58.0272
3217,CA-2014-114433,5/13/2014,5/17/2014,Standard Class,NP-18325,TEC-AC-10002800,149.97,3,0,52.4895
3220,US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,OFF-PA-10001295,94.85,5,0,45.528
3221,US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,OFF-EN-10002500,51.12,4,0,23.004
3222,US-2015-137008,10/2/2015,10/8/2015,Standard Class,JP-15460,TEC-AC-10000892,90,1,0,32.4
3223,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,OFF-PA-10001838,9.408,2,0.2,3.4104
3224,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,OFF-FA-10000735,4.672,2,0.2,1.46
3225,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,TEC-PH-10001760,318.4,2,0.2,107.46
3226,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,OFF-EN-10004846,12.768,6,0.2,4.6284
3227,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,OFF-SU-10003567,15.36,2,0.2,-3.264
3228,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,TEC-PH-10001557,230.376,3,0.2,20.1579
3229,CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,TEC-AC-10003038,7.16,1,0.2,-0.0895
3230,CA-2014-154641,8/11/2014,8/16/2014,Standard Class,KL-16645,OFF-ST-10004459,375.34,1,0,18.767
3257,CA-2015-155453,8/9/2015,8/14/2015,Standard Class,RA-19885,OFF-LA-10001613,4.608,2,0.2,1.6704
3261,CA-2014-151554,11/14/2014,11/15/2014,First Class,CM-11815,OFF-PA-10004609,20.736,4,0.2,7.2576
3262,CA-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,TEC-AC-10001314,99.98,2,0,7.9984
3263,CA-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,OFF-PA-10003395,733.95,7,0,352.296
3264,CA-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,OFF-AP-10001242,241.44,3,0,72.432
3266,US-2014-126571,10/11/2014,10/15/2014,Standard Class,JF-15565,OFF-ST-10003816,281.904,2,0.2,10.5714
3267,US-2014-126571,10/11/2014,10/15/2014,Standard Class,JF-15565,OFF-EN-10002230,201.432,3,0.2,67.9833
3268,CA-2014-143840,5/22/2014,5/29/2014,Standard Class,EH-14185,TEC-PH-10002660,135.98,2,0,33.995
3269,CA-2014-143840,5/22/2014,5/29/2014,Standard Class,EH-14185,TEC-PH-10003171,44.95,1,0,12.586
3270,CA-2014-115980,7/15/2014,7/19/2014,Standard Class,VW-21775,TEC-AC-10003709,2.97,3,0,1.3068
3271,CA-2014-115980,7/15/2014,7/19/2014,Standard Class,VW-21775,OFF-FA-10000304,6.54,3,0,2.6814
3272,CA-2015-155145,12/27/2015,12/29/2015,Second Class,KN-16450,TEC-AC-10003709,7.92,8,0,3.4848
3273,CA-2015-146038,2/9/2015,2/16/2015,Standard Class,SJ-20215,FUR-CH-10002774,203.92,5,0.2,22.941
3277,CA-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,OFF-AR-10004757,22.96,7,0,7.5768
3278,CA-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,TEC-PH-10001615,28.99,1,0,8.4071
3279,CA-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,OFF-PA-10003349,12.96,2,0,6.3504
3280,CA-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,OFF-AR-10000127,22.96,7,0,6.6584
3281,CA-2014-102988,4/5/2014,4/9/2014,Second Class,GM-14695,OFF-SU-10002881,4164.05,5,0,83.281
3282,US-2014-117170,9/17/2014,9/24/2014,Standard Class,KT-16465,TEC-AC-10001109,47.984,2,0.2,13.1956
3283,US-2014-117170,9/17/2014,9/24/2014,Standard Class,KT-16465,OFF-PA-10000682,4.624,1,0.2,1.6762
3284,CA-2014-159478,9/30/2014,10/6/2014,Standard Class,MH-17785,FUR-FU-10000221,15.24,3,0,5.1816
3285,CA-2014-103702,9/12/2014,9/17/2014,Standard Class,AF-10885,OFF-BI-10002429,63.924,7,0.7,-46.8776
3288,CA-2015-157770,12/13/2015,12/15/2015,First Class,RD-19585,TEC-PH-10001530,494.376,3,0.2,49.4376
3289,CA-2015-157770,12/13/2015,12/15/2015,First Class,RD-19585,OFF-BI-10000050,29.2,5,0.2,9.855
3290,CA-2015-157770,12/13/2015,12/15/2015,First Class,RD-19585,TEC-AC-10001552,248.85,5,0,27.3735
3291,CA-2015-157770,12/13/2015,12/15/2015,First Class,RD-19585,TEC-AC-10003399,36.24,1,0,15.2208
3293,CA-2014-106264,12/26/2014,12/30/2014,Standard Class,CK-12595,OFF-SU-10002189,11.91,3,0,0.1191
3294,CA-2014-106264,12/26/2014,12/30/2014,Standard Class,CK-12595,FUR-FU-10001852,3.48,2,0,1.1136
3295,CA-2014-138023,8/15/2014,8/18/2014,First Class,KH-16510,OFF-BI-10003638,30.96,8,0.8,-52.632
3297,US-2015-110569,5/23/2015,5/30/2015,Standard Class,EB-13870,OFF-BI-10001036,19.194,7,0.7,-12.796
3298,US-2015-110569,5/23/2015,5/30/2015,Standard Class,EB-13870,OFF-AP-10004708,121.792,4,0.2,13.7016
3300,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,OFF-BI-10003656,50.997,1,0.7,-40.7976
3301,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,OFF-ST-10003656,76.792,1,0.2,-16.3183
3302,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,TEC-PH-10001128,539.964,6,0.4,-107.9928
3303,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,FUR-FU-10001473,60.312,3,0.2,5.2773
3304,US-2014-159926,11/18/2014,11/22/2014,Standard Class,CS-11950,OFF-BI-10004656,1.944,3,0.7,-1.4256
3305,CA-2014-104738,12/30/2014,1/1/2015,Second Class,SP-20620,OFF-EN-10004955,12.984,3,0.2,4.7067
3306,CA-2014-104738,12/30/2014,1/1/2015,Second Class,SP-20620,TEC-PH-10002468,217.584,2,0.2,19.0386
3307,CA-2014-104738,12/30/2014,1/1/2015,Second Class,SP-20620,TEC-PH-10000576,328.776,3,0.2,28.7679
3308,CA-2014-104738,12/30/2014,1/1/2015,Second Class,SP-20620,OFF-BI-10002160,2.286,3,0.8,-3.6576
3309,CA-2014-104738,12/30/2014,1/1/2015,Second Class,SP-20620,TEC-AC-10003628,47.984,2,0.2,14.3952
3310,CA-2015-144386,11/5/2015,11/11/2015,Standard Class,GT-14635,OFF-BI-10001116,25.344,6,0.2,8.8704
3313,US-2014-133130,9/27/2014,10/1/2014,Standard Class,TH-21100,FUR-CH-10002602,603.92,5,0.2,45.294
3314,US-2014-133130,9/27/2014,10/1/2014,Standard Class,TH-21100,OFF-PA-10000675,81.98,2,0,40.1702
3318,CA-2015-165057,9/11/2015,9/15/2015,Standard Class,SC-20725,OFF-AR-10004648,181.35,9,0,48.9645
3319,CA-2015-165057,9/11/2015,9/15/2015,Standard Class,SC-20725,OFF-LA-10003190,8.64,3,0,4.2336
3320,CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,OFF-AP-10004868,43.512,7,0.2,3.8073
3321,CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,FUR-CH-10004287,662.88,3,0.2,74.574
3322,CA-2014-134551,12/20/2014,12/25/2014,Standard Class,TS-21505,OFF-PA-10002689,25.92,5,0.2,9.072
3323,CA-2015-120810,7/23/2015,7/27/2015,Standard Class,TH-21550,OFF-AP-10002892,68.94,3,0,20.682
3324,CA-2015-120810,7/23/2015,7/27/2015,Standard Class,TH-21550,FUR-FU-10002253,128.82,3,0,50.2398
3325,CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-BI-10001359,896.99,5,0.8,-1480.0335
3326,CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-BI-10001267,1.234,1,0.8,-1.9744
3327,CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-AR-10003582,67.56,3,0.2,6.756
3328,CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-PA-10003724,21.72,5,0.2,7.8735
3329,CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,OFF-PA-10001033,262.336,8,0.2,95.0968
3330,CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,TEC-PH-10003505,148.48,2,0.2,16.704
3331,CA-2014-165309,11/11/2014,11/15/2014,Standard Class,KD-16270,TEC-PH-10004959,241.176,3,0.2,15.0735
3348,CA-2015-112014,8/13/2015,8/20/2015,Standard Class,ON-18715,OFF-AR-10003156,50.8,5,0,13.208
3352,US-2014-134733,9/23/2014,9/28/2014,Standard Class,BM-11650,FUR-BO-10002916,435.999,3,0.15,20.5176
3353,US-2014-134733,9/23/2014,9/28/2014,Standard Class,BM-11650,TEC-PH-10002726,83.984,2,0.2,31.494
3354,US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,TEC-PH-10000895,359.98,2,0,93.5948
3355,US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,FUR-TA-10004152,70.56,1,0.3,-4.032
3356,US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,OFF-BI-10003694,20.88,2,0,9.6048
3357,US-2014-150434,7/19/2014,7/24/2014,Standard Class,CA-12310,OFF-BI-10002160,3.81,1,0,1.8288
3361,US-2015-142020,6/4/2015,6/8/2015,Second Class,TC-21535,OFF-PA-10004569,30.44,4,0,14.3068
3362,US-2015-142020,6/4/2015,6/8/2015,Second Class,TC-21535,FUR-FU-10000672,35.28,3,0,11.9952
3363,CA-2015-139962,12/13/2015,12/20/2015,Standard Class,Dp-13240,OFF-PA-10004451,19.44,3,0,9.3312
